Client,Round 1,Round 2,Round 3,Round 4,Round 5,Round 6,Round 7,Round 8,Round 9,Round 10,Round 11,Round 12,Round 13,Round 14,Round 15,Round 16,Round 17,Round 18,Round 19,Round 20,Round 21,Round 22,Round 23,Round 24,Round 25,Round 26,Round 27,Round 28,Round 29,Round 30,Round 31,Round 32,Round 33,Round 34,Round 35,Round 36,Round 37,Round 38,Round 39,Round 40,Round 41,Round 42,Round 43,Round 44,Round 45,Round 46,Round 47,Round 48,Round 49,Round 50,Round 51,Round 52,Round 53,Round 54,Round 55,Round 56,Round 57,Round 58,Round 59,Round 60,Round 61,Round 62,Round 63,Round 64,Round 65,Round 66,Round 67,Round 68,Round 69,Round 70,Round 71,Round 72,Round 73,Round 74,Round 75,Round 76,Round 77,Round 78,Round 79,Round 80,Round 81,Round 82,Round 83,Round 84,Round 85,Round 86,Round 87,Round 88,Round 89,Round 90,Round 91,Round 92,Round 93,Round 94,Round 95,Round 96,Round 97,Round 98,Round 99,Round 100
0,0.1476147614761476,0.18091809180918092,0.1926192619261926,0.21422142214221424,0.24212421242124213,0.26102610261026105,0.28802880288028804,0.2889288928892889,0.28532853285328535,0.3177317731773177,0.28982898289828984,0.3195319531953195,0.35553555355535554,0.33483348334833485,0.3546354635463546,0.36633663366336633,0.37353735373537356,0.38343834383438347,0.3501350135013501,0.414041404140414,0.4158415841584158,0.40684068406840684,0.43564356435643564,0.4239423942394239,0.45004500450045004,0.42484248424842486,0.4239423942394239,0.44914491449144917,0.41944194419441944,0.44824482448244823,0.43384338433843384,0.44194419441944194,0.46264626462646263,0.45094509450945097,0.49864986498649866,0.46354635463546356,0.4671467146714671,0.47164716471647167,0.45994599459945995,0.45994599459945995,0.47434743474347435,0.47704770477047703,0.49054905490549056,0.47974797479747977,0.48514851485148514,0.5202520252025202,0.49684968496849685,0.4977497749774977,0.5202520252025202,0.5148514851485149,0.5166516651665166,0.48514851485148514,0.5364536453645364,0.504050405040504,0.5382538253825383,0.5445544554455446,0.5535553555355536,0.5166516651665166,0.5328532853285328,0.5589558955895589,0.549054905490549,0.5607560756075608,0.5526552655265526,0.5373537353735374,0.5454545454545454,0.5256525652565257,0.5463546354635463,0.5427542754275427,0.5481548154815482,0.5526552655265526,0.5463546354635463,0.5715571557155715,0.5553555355535553,0.5562556255625563,0.5625562556255626,0.5571557155715572,0.5535553555355536,0.5805580558055805,0.576957695769577,0.5688568856885688,0.5796579657965797,0.6012601260126013,0.5841584158415841,0.5904590459045904,0.5868586858685868,0.5976597659765976,0.621962196219622,0.6183618361836184,0.5760576057605761,0.5976597659765976,0.6102610261026102,0.6084608460846085,0.6147614761476148,0.5931593159315932,0.5967596759675967,0.6012601260126013,0.6075607560756076,0.585958595859586,0.6021602160216022,0.6057605760576058
1,0.14574187884108866,0.16593503072870938,0.1957857769973661,0.2115891132572432,0.2440737489025461,0.25021949078138717,0.25636523266022826,0.26953467954345917,0.28884986830553117,0.3037752414398595,0.3257243195785777,0.33362598770851626,0.3555750658472344,0.33274802458296754,0.35118525021949076,0.34064969271290607,0.3713784021071115,0.3845478489903424,0.4064969271290606,0.42054433713784023,0.398595258999122,0.38279192273924495,0.4302019315188762,0.417910447761194,0.437225636523266,0.4038630377524144,0.4240561896400351,0.4310798946444249,0.42230026338893767,0.44161545215100967,0.4503950834064969,0.47058823529411764,0.4784899034240562,0.46093064091308167,0.44776119402985076,0.46093064091308167,0.4828797190517998,0.48024582967515367,0.47673397717295873,0.4863915715539947,0.4697102721685689,0.4697102721685689,0.49078138718173836,0.47761194029850745,0.5065847234416154,0.49692712906057945,0.49692712906057945,0.49692712906057945,0.4986830553116769,0.4978050921861282,0.5118525021949079,0.5267778753292361,0.5250219490781387,0.49078138718173836,0.5074626865671642,0.5373134328358209,0.5329236172080772,0.5153643546971027,0.5399473222124671,0.5566286215978928,0.5162423178226514,0.5399473222124671,0.5162423178226514,0.5373134328358209,0.5539947322212467,0.5329236172080772,0.5329236172080772,0.5285338015803336,0.5355575065847235,0.5601404741000878,0.5636523266022827,0.5610184372256365,0.5662862159789289,0.5504828797190519,0.5539947322212467,0.57243195785777,0.5469710272168569,0.5680421422300264,0.5715539947322212,0.5566286215978928,0.5847234416154522,0.5610184372256365,0.6049165935030729,0.5847234416154522,0.5645302897278315,0.5838454784899034,0.5803336259877085,0.5908691834942933,0.568920105355575,0.5856014047410009,0.5864793678665496,0.5952589991220368,0.5970149253731343,0.5996488147497805,0.6031606672519754,0.5996488147497805,0.6066725197541704,0.5882352941176471,0.5812115891132572,0.6145741878841089
2,0.1503461918892186,0.17309594460929772,0.21266073194856577,0.21068249258160238,0.2274975272007913,0.2858555885262117,0.27200791295746785,0.2987141444114738,0.29772502472799206,0.27101879327398615,0.3076162215628091,0.3313550939663699,0.31849653808110784,0.34619188921859545,0.34817012858555885,0.36993076162215627,0.37190900098911966,0.390702274975272,0.3758654797230465,0.4055390702274975,0.37289812067260136,0.4114737883283877,0.41641938674579626,0.4352126607319486,0.4401582591493571,0.42532146389713155,0.4045499505440158,0.44411473788328387,0.42532146389713155,0.44510385756676557,0.4629080118694362,0.4658753709198813,0.47477744807121663,0.4638971315529179,0.49159248269040556,0.4678536102868447,0.486646884272997,0.4807121661721068,0.5074183976261127,0.4836795252225519,0.49950544015825915,0.5004945598417408,0.49851632047477745,0.5291790306627102,0.5004945598417408,0.49752720079129575,0.5133531157270029,0.49752720079129575,0.5341246290801187,0.5291790306627102,0.49455984174085066,0.5192878338278932,0.5113748763600395,0.5410484668644906,0.5321463897131553,0.5311572700296736,0.5440158259149357,0.5489614243323442,0.5321463897131553,0.5548961424332344,0.5410484668644906,0.5351137487636004,0.5390702274975272,0.5301681503461919,0.5361028684470821,0.5717111770524234,0.5727002967359051,0.5608308605341247,0.5667655786350149,0.5657764589515332,0.5707220573689417,0.5450049455984174,0.5746785361028685,0.5558852621167161,0.5578635014836796,0.582591493570722,0.5756676557863502,0.5618199802176064,0.592482690405539,0.5895153313550939,0.6003956478733927,0.6132542037586548,0.5905044510385756,0.609297725024728,0.5964391691394659,0.6033630069238378,0.5954500494559841,0.5905044510385756,0.5964391691394659,0.592482690405539,0.5885262116716122,0.6033630069238378,0.609297725024728,0.6122650840751731,0.6320474777448071,0.6073194856577646,0.6330365974282888,0.6102868447082097,0.6181998021760633,0.6310583580613254
3,0.13508612873980055,0.17225747960108795,0.19764279238440616,0.2157751586582049,0.26835902085222124,0.22937443336355395,0.26745240253853125,0.2629193109700816,0.2828649138712602,0.3019038984587489,0.30099728014505894,0.3082502266545784,0.3327289211242067,0.3272892112420671,0.3644605621033545,0.3535811423390752,0.37080689029918407,0.3653671804170444,0.37262012692656393,0.4043517679057117,0.40072529465095197,0.4125113327289211,0.4188576609247507,0.4442429737080689,0.44242973708068906,0.43064369900271987,0.4270172257479601,0.4496826835902085,0.44152311876699907,0.46600181323662737,0.4768812330009066,0.457842248413418,0.4524025385312783,0.46872166817769717,0.4551223934723481,0.4551223934723481,0.44786944696282865,0.4614687216681777,0.4959202175883953,0.46237533998186764,0.46600181323662737,0.485040797824116,0.4741613780598368,0.5185856754306437,0.4877606527651859,0.4823209428830462,0.5231187669990934,0.49229374433363554,0.471441523118767,0.514959202175884,0.528558476881233,0.5040797824116047,0.4904805077062557,0.4932003626473255,0.5294650951949229,0.5185856754306437,0.5267452402538532,0.5203989120580236,0.5412511332728921,0.5258386219401632,0.5013599274705349,0.5358114233907525,0.5376246600181324,0.5303717135086129,0.5530371713508613,0.5494106980961015,0.5249320036264733,0.5530371713508613,0.5503173164097914,0.5330915684496826,0.5222121486854034,0.5394378966455122,0.5385312783318223,0.5394378966455122,0.5521305530371714,0.5466908431550317,0.5639165911151405,0.5648232094288305,0.57116953762466,0.5675430643699003,0.5521305530371714,0.5548504079782411,0.5766092475067996,0.5666364460562103,0.5766092475067996,0.5775158658204895,0.5757026291931097,0.5738893925657298,0.5838621940163191,0.5684496826835902,0.6019945602901179,0.6119673617407072,0.5929283771532184,0.5784224841341795,0.5965548504079783,0.6165004533091568,0.5956482320942883,0.5938349954669084,0.6074342701722575,0.6010879419764279
4,0.16074766355140188,0.15233644859813084,0.22429906542056074,0.20841121495327103,0.24485981308411214,0.2570093457943925,0.2485981308411215,0.26635514018691586,0.2757009345794392,0.2953271028037383,0.31588785046728973,0.31588785046728973,0.32710280373831774,0.3383177570093458,0.36728971962616824,0.3813084112149533,0.3878504672897196,0.39532710280373834,0.3822429906542056,0.40654205607476634,0.4046728971962617,0.39532710280373834,0.3747663551401869,0.4439252336448598,0.4308411214953271,0.4457943925233645,0.44205607476635517,0.42149532710280374,0.45794392523364486,0.4439252336448598,0.4411214953271028,0.4691588785046729,0.4616822429906542,0.48878504672897194,0.4654205607476635,0.46261682242990654,0.4869158878504673,0.45607476635514016,0.4785046728971963,0.47570093457943924,0.4785046728971963,0.45981308411214955,0.48317757009345796,0.4588785046728972,0.5121495327102804,0.4794392523364486,0.514018691588785,0.5065420560747663,0.5046728971962616,0.5112149532710281,0.5149532710280373,0.5102803738317757,0.5018691588785047,0.5158878504672897,0.5233644859813084,0.5420560747663551,0.5485981308411215,0.5233644859813084,0.5429906542056074,0.5224299065420561,0.5065420560747663,0.5,0.525233644859813,0.5308411214953271,0.5271028037383177,0.5149532710280373,0.505607476635514,0.5551401869158878,0.5476635514018692,0.5813084112149532,0.577570093457944,0.5635514018691589,0.5607476635514018,0.5401869158878505,0.5579439252336449,0.5598130841121496,0.5728971962616822,0.5551401869158878,0.6,0.5934579439252337,0.5813084112149532,0.5551401869158878,0.577570093457944,0.5747663551401869,0.585981308411215,0.6009345794392523,0.5962616822429907,0.5738317757009346,0.6009345794392523,0.5766355140186916,0.5990654205607476,0.6158878504672897,0.5962616822429907,0.6102803738317757,0.5822429906542056,0.6009345794392523,0.5962616822429907,0.6018691588785047,0.591588785046729,0.6065420560747663
5,0.1484375,0.193359375,0.1865234375,0.234375,0.255859375,0.26953125,0.2587890625,0.294921875,0.28125,0.3056640625,0.3125,0.326171875,0.345703125,0.3671875,0.375,0.3955078125,0.4140625,0.3662109375,0.3720703125,0.4130859375,0.3955078125,0.3984375,0.408203125,0.4443359375,0.451171875,0.4541015625,0.40625,0.4326171875,0.4462890625,0.4560546875,0.4375,0.4716796875,0.4755859375,0.486328125,0.4609375,0.4833984375,0.46875,0.4921875,0.4921875,0.4658203125,0.44921875,0.4873046875,0.5224609375,0.51171875,0.4873046875,0.51953125,0.4853515625,0.51171875,0.4912109375,0.5029296875,0.521484375,0.513671875,0.5087890625,0.513671875,0.5205078125,0.5625,0.5380859375,0.5625,0.5341796875,0.53515625,0.5703125,0.52734375,0.5234375,0.53515625,0.5517578125,0.5302734375,0.541015625,0.587890625,0.5478515625,0.58984375,0.5478515625,0.56640625,0.5888671875,0.5302734375,0.58203125,0.5888671875,0.580078125,0.560546875,0.5869140625,0.560546875,0.5966796875,0.5830078125,0.5712890625,0.5849609375,0.59375,0.587890625,0.5849609375,0.59765625,0.591796875,0.5830078125,0.59375,0.6103515625,0.599609375,0.6064453125,0.6025390625,0.626953125,0.623046875,0.5927734375,0.5791015625,0.607421875
6,0.16440831074977416,0.17163504968383017,0.2032520325203252,0.2104787714543812,0.25564588979223124,0.2565492321589883,0.2646793134598013,0.2935862691960253,0.2944896115627823,0.3089430894308943,0.2981029810298103,0.3297199638663053,0.3224932249322493,0.3486901535682023,0.35591689250225833,0.3604336043360434,0.36224028906955735,0.3685636856368564,0.41553748870822044,0.3956639566395664,0.4092140921409214,0.45257452574525747,0.4046973803071364,0.3992773261065944,0.4363143631436314,0.4372177055103884,0.4128274616079494,0.46251129177958444,0.46070460704607047,0.4751580849141825,0.4932249322493225,0.45799457994579945,0.48419150858175247,0.46251129177958444,0.47244805781391147,0.4760614272809395,0.48509485094850946,0.4914182475158085,0.5203252032520326,0.5085817524841915,0.49232158988256547,0.5239385727190605,0.4715447154471545,0.5194218608852755,0.5176151761517616,0.4950316169828365,0.5167118337850045,0.5230352303523035,0.5158084914182475,0.5492321589882565,0.5230352303523035,0.5447154471544715,0.5085817524841915,0.5230352303523035,0.5293586269196026,0.5483288166214996,0.5401987353206865,0.5239385727190605,0.5365853658536586,0.5429087624209575,0.5257452574525745,0.5329719963866305,0.5618789521228545,0.5456187895212286,0.5654923215898826,0.5573622402890696,0.5627822944896116,0.5564588979223125,0.5781391147244805,0.5709123757904245,0.5709123757904245,0.5772357723577236,0.5537488708220416,0.5537488708220416,0.5591689250225835,0.5609756097560976,0.5528455284552846,0.5465221318879856,0.5682023486901535,0.5745257452574526,0.5962059620596206,0.5934959349593496,0.6205962059620597,0.6079494128274616,0.6142728093947606,0.5654923215898826,0.5962059620596206,0.5971093044263776,0.5953026196928636,0.5980126467931346,0.6061427280939476,0.6043360433604336,0.6160794941282746,0.6151761517615176,0.6260162601626016,0.6061427280939476,0.6522131887985546,0.6052393857271906,0.5889792231255646,0.6341463414634146
7,0.15406162464985995,0.17273576097105509,0.20915032679738563,0.21008403361344538,0.24556489262371614,0.25770308123249297,0.2549019607843137,0.2969187675070028,0.28944911297852477,0.31092436974789917,0.3202614379084967,0.32679738562091504,0.33613445378151263,0.357609710550887,0.3557422969187675,0.3566760037348273,0.37628384687208216,0.38935574229691877,0.39402427637721754,0.39775910364145656,0.42670401493930904,0.4042950513538749,0.38562091503267976,0.41363211951447243,0.42296918767507,0.41083099906629317,0.43604108309990663,0.453781512605042,0.4323062558356676,0.4603174603174603,0.46872082166199813,0.4603174603174603,0.4668534080298786,0.4519140989729225,0.48739495798319327,0.47245564892623715,0.45938375350140054,0.477124183006536,0.46591970121381887,0.4939309056956116,0.4892623716153128,0.484593837535014,0.5107376283846872,0.488328664799253,0.5172735760971056,0.49019607843137253,0.5051353874883286,0.48179271708683474,0.5191409897292251,0.5070028011204482,0.5350140056022409,0.5210084033613446,0.5256769374416433,0.5396825396825397,0.5060690943043884,0.49673202614379086,0.5340802987861811,0.5424836601307189,0.5424836601307189,0.5256769374416433,0.5200746965452848,0.5350140056022409,0.5564892623716153,0.5284780578898226,0.5527544351073763,0.5107376283846872,0.5256769374416433,0.5536881419234361,0.5574229691876751,0.5294117647058824,0.5350140056022409,0.5620915032679739,0.5602240896358543,0.5592903828197946,0.5695611577964519,0.5443510737628384,0.5901027077497666,0.5686274509803921,0.5845004668534081,0.5779645191409897,0.5648926237161531,0.5901027077497666,0.5574229691876751,0.6022408963585434,0.5835667600373483,0.5919701213818861,0.5695611577964519,0.5732959850606909,0.5779645191409897,0.5854341736694678,0.5873015873015873,0.5648926237161531,0.5742296918767507,0.5901027077497666,0.6134453781512605,0.5994397759103641,0.5994397759103641,0.5742296918767507,0.5845004668534081,0.6022408963585434
8,0.1382488479262673,0.1824884792626728,0.20184331797235022,0.22027649769585253,0.25161290322580643,0.24976958525345622,0.2728110599078341,0.2857142857142857,0.26175115207373273,0.2838709677419355,0.2921658986175115,0.27926267281105993,0.3050691244239631,0.34838709677419355,0.3456221198156682,0.3400921658986175,0.3474654377880184,0.3695852534562212,0.391705069124424,0.40921658986175113,0.37880184331797234,0.39631336405529954,0.38433179723502303,0.40829493087557606,0.41382488479262675,0.423963133640553,0.4184331797235023,0.432258064516129,0.44423963133640554,0.44516129032258067,0.4599078341013825,0.4783410138248848,0.46359447004608295,0.45714285714285713,0.4783410138248848,0.4774193548387097,0.4986175115207373,0.46912442396313364,0.48110599078341015,0.4626728110599078,0.48202764976958523,0.48663594470046084,0.48202764976958523,0.480184331797235,0.48847926267281105,0.4986175115207373,0.5271889400921659,0.5262672811059907,0.5327188940092166,0.5087557603686635,0.5179723502304148,0.49585253456221196,0.5299539170506913,0.5235023041474655,0.5198156682027649,0.49400921658986174,0.5170506912442396,0.5474654377880185,0.5631336405529954,0.5253456221198156,0.5327188940092166,0.5271889400921659,0.5382488479262673,0.5373271889400921,0.5612903225806452,0.5456221198156682,0.5493087557603686,0.5539170506912442,0.5465437788018433,0.5585253456221199,0.552073732718894,0.5769585253456221,0.5539170506912442,0.5493087557603686,0.5852534562211982,0.5880184331797235,0.5529953917050692,0.5870967741935483,0.5741935483870968,0.5732718894009217,0.5926267281105991,0.5566820276497696,0.6119815668202765,0.5576036866359447,0.5953917050691244,0.6046082949308755,0.6129032258064516,0.5972350230414747,0.6129032258064516,0.6082949308755761,0.6046082949308755,0.6073732718894009,0.6267281105990783,0.6202764976958526,0.5935483870967742,0.6350230414746544,0.6470046082949309,0.6147465437788019,0.6294930875576037,0.6110599078341014
9,0.12617702448210924,0.1337099811676083,0.19303201506591336,0.1817325800376648,0.21563088512241055,0.2542372881355932,0.2815442561205273,0.2617702448210923,0.3088512241054614,0.2824858757062147,0.327683615819209,0.3512241054613936,0.3229755178907721,0.3634651600753296,0.3436911487758945,0.3559322033898305,0.3860640301318267,0.3747645951035782,0.3851224105461394,0.4011299435028249,0.3851224105461394,0.4274952919020716,0.4143126177024482,0.4265536723163842,0.4397363465160075,0.4491525423728814,0.4406779661016949,0.4472693032015066,0.4717514124293785,0.5009416195856874,0.4632768361581921,0.4764595103578154,0.4651600753295669,0.4717514124293785,0.4821092278719397,0.4689265536723164,0.4717514124293785,0.455743879472693,0.4971751412429379,0.5112994350282486,0.4924670433145009,0.5141242937853108,0.5188323917137476,0.5263653483992468,0.5178907721280602,0.4905838041431262,0.5282485875706214,0.5254237288135594,0.5291902071563088,0.504708097928437,0.5131826741996234,0.5254237288135594,0.5263653483992468,0.5348399246704332,0.5536723163841808,0.5499058380414312,0.5621468926553672,0.544256120527307,0.5433145009416196,0.536723163841808,0.5602636534839924,0.5508474576271186,0.559322033898305,0.5772128060263654,0.5555555555555556,0.583804143126177,0.5461393596986818,0.5856873822975518,0.5725047080979284,0.5828625235404896,0.5743879472693032,0.5979284369114878,0.5809792843691148,0.6016949152542372,0.5809792843691148,0.5941619585687382,0.6054613935969868,0.6016949152542372,0.6186440677966102,0.6167608286252354,0.5969868173258004,0.6016949152542372,0.603578154425612,0.6092278719397364,0.6120527306967984,0.6177024482109228,0.5875706214689266,0.628060263653484,0.6016949152542372,0.6186440677966102,0.608286252354049,0.6167608286252354,0.60075329566855,0.6026365348399246,0.6120527306967984,0.6242937853107344,0.6581920903954802,0.6224105461393596,0.620527306967985,0.615819209039548
